date,campaign_name,impressions,clicks,conversions,spend
2025-04-19,IG Campaign C,18487,2454,242,580.71
2025-05-15,IG Campaign C,15337,2937,754,1639.91
2025-03-22,IG Campaign C,6075,69,12,1215.57
2024-08-15,IG Campaign B,14044,1483,183,281.84
2024-11-29,IG Campaign A,12359,1861,205,1676.45
2025-07-22,IG Campaign A,8000,710,189,507.15
2025-04-11,IG Campaign B,7173,1307,300,167.6
2025-07-04,IG Campaign B,4329,536,42,1785.13
2024-09-29,IG Campaign C,1801,356,42,1104.75
2025-03-11,IG Campaign B,3611,337,31,683.74
2024-08-13,IG Campaign A,3452,80,23,225.84
2024-11-22,IG Campaign B,11317,1033,292,439.6
2024-08-17,IG Campaign A,19366,3778,666,104.87
2024-09-19,IG Campaign C,8078,603,110,570.5
2024-10-05,IG Campaign D,17077,2636,738,585.92
2025-02-07,IG Campaign A,8401,949,204,1770.62
2025-04-19,IG Campaign A,13737,873,254,890.16
2025-04-15,IG Campaign B,9662,732,114,1443.07
2024-12-26,IG Campaign C,2890,394,115,200.16
2024-08-21,IG Campaign C,17700,2330,638,1615.53
2025-06-28,IG Campaign D,9783,123,23,1645.16
2024-10-21,IG Campaign A,19836,2596,615,150.76
2025-03-16,IG Campaign C,7515,1217,248,1487.75
2025-01-20,IG Campaign C,13465,2328,204,802.78
2024-11-08,IG Campaign A,13927,2245,447,1561.09
2025-05-28,IG Campaign A,14507,1797,402,1338.77
2025-06-15,IG Campaign A,14571,2504,459,1229.43
2024-09-24,IG Campaign B,3715,666,191,343.56
2024-11-29,IG Campaign C,19812,614,74,1280.84
2025-07-18,IG Campaign D,3170,251,59,1192.47
2025-06-02,IG Campaign A,3800,272,61,905.54
2025-03-08,IG Campaign D,11779,1464,270,1625.96
2024-12-07,IG Campaign B,10248,404,76,907.23
2025-05-11,IG Campaign D,19165,1463,318,1086.09
2025-04-02,IG Campaign A,19824,1358,276,866.68
2025-05-28,IG Campaign D,4232,468,57,380.69
2025-07-26,IG Campaign B,19581,489,66,1044.75
2025-05-27,IG Campaign D,11112,1992,114,592.87
2025-05-29,IG Campaign C,10432,1405,169,759.82
2025-02-08,IG Campaign D,15429,1733,231,1575.75
2025-06-26,IG Campaign C,7164,1223,366,1048.83
2025-01-30,IG Campaign B,8886,468,68,1037.95
2024-09-15,IG Campaign B,11685,1777,493,670.52
2025-06-06,IG Campaign C,8092,605,105,195.87
2024-09-05,IG Campaign C,5485,370,110,451.21
2025-04-10,IG Campaign B,2123,23,4,1047.67
2025-05-26,IG Campaign C,18066,194,46,1793.33
2025-03-07,IG Campaign D,8818,89,13,1264.73
2024-09-19,IG Campaign D,4120,555,78,1378.7
2025-07-08,IG Campaign D,3828,601,112,1113.07
2024-08-13,IG Campaign C,9907,1446,156,1401.28
2025-02-16,IG Campaign A,14604,1758,122,1477.18
2024-10-07,IG Campaign C,8402,871,206,633.41
2024-08-27,IG Campaign D,11613,149,44,206.88
2025-02-04,IG Campaign D,5813,604,86,1111.46
2025-04-08,IG Campaign D,5805,77,19,1649.7
2025-05-31,IG Campaign B,4568,196,49,1827.5
2025-03-30,IG Campaign D,7240,869,247,1323.1
2025-06-06,IG Campaign C,8277,1062,133,928.57
2025-07-23,IG Campaign B,10518,307,29,163.3
2025-06-11,IG Campaign B,3241,385,69,1441.86
2025-05-19,IG Campaign A,16913,1875,213,334.4
2025-06-04,IG Campaign D,7795,155,29,103.82
2025-07-15,IG Campaign D,14734,558,123,1023.19
2024-12-01,IG Campaign A,8922,570,134,1782.63
2025-04-04,IG Campaign C,11119,994,155,1187.0
2024-09-17,IG Campaign A,19654,1122,187,1130.36
2025-05-07,IG Campaign C,16680,1429,94,858.42
2025-06-13,IG Campaign A,18950,1748,343,1227.94
2024-10-12,IG Campaign B,11821,1428,342,1357.41
2025-01-06,IG Campaign A,11997,556,31,1338.52
2025-07-30,IG Campaign C,5495,157,10,444.43
2025-07-17,IG Campaign A,5993,259,42,745.45
2025-06-01,IG Campaign D,1228,97,24,559.13
2024-12-10,IG Campaign C,19109,297,69,750.22
2024-09-11,IG Campaign C,19866,3496,441,649.37
2025-07-19,IG Campaign A,18639,1870,100,120.6
2024-11-18,IG Campaign D,11167,544,107,510.41
2025-04-18,IG Campaign C,2087,47,11,862.52
2024-09-08,IG Campaign D,10584,1983,391,1354.32
2024-08-18,IG Campaign C,13655,1876,275,974.41
2024-09-27,IG Campaign A,5268,941,130,567.77
2025-01-25,IG Campaign D,14623,293,16,188.84
2025-05-14,IG Campaign C,7464,533,120,1229.2
2025-02-08,IG Campaign C,12477,1709,340,204.18
2025-01-03,IG Campaign C,10308,1150,215,1646.75
2025-03-13,IG Campaign D,13135,2007,386,1779.14
2025-02-13,IG Campaign A,11430,1779,249,1967.72
2024-10-04,IG Campaign D,15998,1570,101,736.43
2024-09-24,IG Campaign D,7777,545,156,911.66
2024-08-23,IG Campaign D,9729,1281,282,1969.16
2025-06-11,IG Campaign C,16025,2451,356,424.96
2025-01-08,IG Campaign B,13601,1222,273,871.29
2024-09-26,IG Campaign D,18826,3703,669,1161.04
2025-06-10,IG Campaign A,12851,1652,493,1130.92
2024-12-17,IG Campaign A,16957,3141,554,1884.53
2024-11-04,IG Campaign D,19935,835,76,704.15
2025-07-11,IG Campaign A,19729,2231,591,860.05
2024-10-15,IG Campaign B,16923,792,110,147.48
2025-05-01,IG Campaign D,3345,460,60,1902.46
2024-09-28,IG Campaign D,5792,1068,281,1415.21
2024-08-22,IG Campaign B,16490,3082,914,131.18
2025-03-31,IG Campaign A,5773,1039,243,891.16
2025-06-04,IG Campaign B,15343,1122,315,1413.19
2025-01-09,IG Campaign A,3746,151,42,505.44
2025-06-14,IG Campaign D,3652,588,76,235.74
2025-03-17,IG Campaign C,6581,629,63,1377.87
2025-04-05,IG Campaign D,17184,1949,184,221.51
2025-05-23,IG Campaign D,15216,2611,681,820.59
2024-09-13,IG Campaign D,11613,167,25,200.47
2025-01-01,IG Campaign B,13770,284,82,1703.98
2025-01-18,IG Campaign A,9135,521,35,919.27
2025-07-16,IG Campaign A,14902,295,45,1956.03
2024-11-28,IG Campaign A,10316,887,105,354.67
2025-04-22,IG Campaign D,3249,462,70,801.23
2025-05-01,IG Campaign A,8214,866,107,868.92
2024-11-15,IG Campaign D,6088,399,113,1034.55
2024-11-13,IG Campaign B,12789,168,19,457.12
2025-04-16,IG Campaign B,18476,981,74,185.77
2025-06-08,IG Campaign B,15437,748,115,1209.02
2025-06-28,IG Campaign A,6048,984,279,1062.66
2024-11-02,IG Campaign B,10114,648,123,1244.11
2024-10-09,IG Campaign C,19263,1352,280,633.32
2025-07-24,IG Campaign D,9333,1675,228,780.9
2024-09-24,IG Campaign B,7074,162,38,442.61
2025-06-07,IG Campaign C,6818,573,35,1668.56
2024-10-08,IG Campaign D,18685,2734,748,1727.73
2025-03-09,IG Campaign A,16081,355,94,890.86
2025-06-07,IG Campaign B,2760,189,55,1329.39
2024-11-16,IG Campaign B,13089,225,30,715.95
2024-12-20,IG Campaign C,14709,2442,611,1702.28
2025-01-20,IG Campaign C,12522,899,117,739.25
2025-01-25,IG Campaign C,10039,132,37,642.58
2025-02-01,IG Campaign D,9151,1204,94,1421.92
2025-01-14,IG Campaign B,13733,1303,327,1306.81
2025-07-02,IG Campaign A,14640,2240,393,170.82
2025-01-12,IG Campaign B,18544,1600,400,544.54
2025-03-19,IG Campaign A,4186,85,22,943.27
2025-05-03,IG Campaign D,7252,718,97,1369.06
2024-11-17,IG Campaign D,15815,2227,369,592.69
2024-10-15,IG Campaign D,18018,1366,277,319.16
2024-08-06,IG Campaign C,1366,260,42,1141.88
2025-03-20,IG Campaign B,13906,2240,650,605.52
2024-12-10,IG Campaign D,12609,1217,204,1834.94
2025-07-15,IG Campaign B,1895,104,16,659.57
2025-04-11,IG Campaign A,4551,337,99,1731.7
2025-06-05,IG Campaign B,6113,265,24,1376.73
2025-06-14,IG Campaign C,9238,1052,201,1120.94
2025-06-21,IG Campaign D,13221,1357,297,616.71
2025-01-24,IG Campaign A,13380,830,157,762.95
2025-01-30,IG Campaign C,1863,314,53,1587.71
2025-06-26,IG Campaign A,12475,933,256,1830.52
2024-10-13,IG Campaign D,17636,456,128,670.77
2025-02-15,IG Campaign A,1083,50,6,889.58
2025-04-15,IG Campaign A,3276,294,45,924.27
2025-02-28,IG Campaign B,10976,2173,444,1803.78
2024-11-03,IG Campaign D,5953,68,10,1561.64
2025-02-16,IG Campaign D,14755,2257,425,235.84
2025-07-11,IG Campaign D,4347,182,37,1386.46
2025-04-13,IG Campaign B,5119,495,108,1283.82
2025-04-12,IG Campaign B,13664,2438,139,1736.19
2025-06-14,IG Campaign C,12508,746,119,305.02
2024-12-23,IG Campaign D,16702,960,68,621.66
2024-11-14,IG Campaign A,19019,2881,167,1241.17
2025-05-27,IG Campaign D,11754,355,52,372.75
2024-08-28,IG Campaign D,6296,662,135,386.16
2025-04-25,IG Campaign A,9245,1802,307,1928.67
2025-07-19,IG Campaign C,9099,931,217,1019.13
2024-11-06,IG Campaign D,7910,323,54,1662.51
2024-11-01,IG Campaign C,16869,547,143,123.09
2024-10-21,IG Campaign B,8871,534,103,118.3
2025-04-13,IG Campaign D,11398,1048,273,1155.49
2025-07-20,IG Campaign A,2005,304,72,568.65
2025-03-15,IG Campaign C,1439,57,10,590.56
2024-11-24,IG Campaign D,10283,1623,95,277.52
2025-04-07,IG Campaign D,5985,393,51,1318.03
2025-02-16,IG Campaign B,11989,1283,259,1645.21
2025-05-15,IG Campaign D,5869,567,161,1031.7
2025-02-28,IG Campaign B,17084,2628,311,607.92
2025-07-10,IG Campaign D,10692,1409,390,868.81
2025-02-26,IG Campaign B,9623,354,99,1132.87
2025-03-03,IG Campaign B,19287,2653,504,648.56
2024-12-11,IG Campaign B,12050,522,47,589.8
2025-05-19,IG Campaign D,10260,972,241,1097.92
2024-10-12,IG Campaign B,10109,1095,270,448.62
2024-09-18,IG Campaign A,16595,2938,440,888.67
2024-08-04,IG Campaign D,9275,1407,206,962.64
2024-09-27,IG Campaign B,7827,276,45,186.76
2024-12-15,IG Campaign A,15853,2175,498,1858.61
2025-01-02,IG Campaign C,12398,469,104,1036.59
2025-07-22,IG Campaign A,8745,185,51,336.24
2024-12-19,IG Campaign B,9645,547,71,147.1
2025-02-15,IG Campaign C,6897,680,160,1820.81
2025-02-23,IG Campaign C,17641,2735,731,577.78
2024-12-19,IG Campaign C,1977,233,16,1632.76
2025-07-06,IG Campaign C,12926,2500,198,353.25
2024-11-22,IG Campaign D,18181,2588,741,270.82
2025-07-05,IG Campaign C,11152,1190,193,1481.05
2024-09-29,IG Campaign B,11428,1357,268,1700.4
2024-10-25,IG Campaign A,7715,389,22,847.64
2025-06-21,IG Campaign B,6586,1010,190,528.83
2024-09-30,IG Campaign B,9597,1313,128,1967.49
2024-10-29,IG Campaign B,10742,363,92,645.41
2025-01-18,IG Campaign D,5875,332,65,346.35
2025-03-06,IG Campaign C,19435,2310,415,512.47
2025-06-27,IG Campaign A,10352,1927,302,1927.77
2024-10-12,IG Campaign A,18833,3597,991,225.68
2025-03-14,IG Campaign C,9469,1046,67,175.11
2024-10-03,IG Campaign A,8820,1052,171,1989.6
2025-07-13,IG Campaign C,12540,909,189,183.06
2025-07-22,IG Campaign C,4008,545,44,1535.28
2024-10-02,IG Campaign A,10707,808,177,1852.51
2024-11-02,IG Campaign C,15000,178,20,1909.25
2025-02-14,IG Campaign C,4240,135,37,1932.61
2025-02-12,IG Campaign D,12962,796,145,848.34
2025-02-22,IG Campaign D,5963,1039,263,499.68
2025-04-21,IG Campaign B,7876,335,72,1629.46
2024-08-25,IG Campaign D,2222,324,25,570.55
2024-10-28,IG Campaign A,8685,965,283,1739.72
2025-05-02,IG Campaign A,15890,862,136,1951.83
2024-11-05,IG Campaign A,15306,1237,359,617.37
2025-01-21,IG Campaign C,18593,3026,300,1948.99
2025-07-10,IG Campaign D,17053,3133,676,1333.91
2024-11-05,IG Campaign B,15871,2482,142,1156.06
2024-08-17,IG Campaign A,3291,224,16,1832.02
2025-04-24,IG Campaign C,4455,336,48,210.48
2024-10-23,IG Campaign A,14995,759,155,1170.87
2024-10-24,IG Campaign C,6670,1276,177,277.99
2024-09-07,IG Campaign C,12519,1006,115,1994.55
2025-02-18,IG Campaign D,10073,1128,117,1990.91
2025-04-22,IG Campaign B,2540,25,4,1029.37
2025-04-03,IG Campaign D,3195,537,52,1563.36
2025-04-22,IG Campaign A,16527,886,255,600.58
2025-06-23,IG Campaign D,5273,372,19,1547.21
2025-01-03,IG Campaign D,16268,2468,716,714.6
2024-12-01,IG Campaign A,15702,662,172,278.5
2024-08-26,IG Campaign A,16001,3186,653,1325.78
2024-11-22,IG Campaign D,5372,955,91,212.39
2024-08-18,IG Campaign B,15350,1801,218,1409.49
2024-11-01,IG Campaign A,11129,1629,168,667.06
2024-08-26,IG Campaign C,1455,154,22,1806.42
2025-02-17,IG Campaign D,15638,2130,196,1813.36
2024-12-24,IG Campaign B,11787,300,83,868.3
2024-09-28,IG Campaign A,19121,448,123,880.26
2024-12-06,IG Campaign B,19249,2964,738,530.01
2024-08-27,IG Campaign D,2951,191,17,1253.18
2025-05-30,IG Campaign A,13814,787,77,810.81
2024-12-07,IG Campaign A,14976,482,53,108.68
2024-10-07,IG Campaign B,12533,201,57,1002.93
2024-12-16,IG Campaign A,10710,1121,185,463.89
2024-11-27,IG Campaign B,6316,726,187,1977.59
2024-08-09,IG Campaign C,5237,91,11,599.23
2024-11-02,IG Campaign B,18307,3434,913,887.54
2024-08-20,IG Campaign A,15163,1661,281,1580.35
2025-02-04,IG Campaign C,3017,138,10,1844.72
2024-10-21,IG Campaign A,2804,498,75,1015.44
2025-05-04,IG Campaign A,18183,3606,1057,663.42
2025-04-25,IG Campaign A,18451,698,39,126.74
2025-01-17,IG Campaign D,2239,289,50,1993.84
2024-10-27,IG Campaign B,8107,1047,273,176.64
2024-10-04,IG Campaign B,19042,1387,85,1687.31
2025-03-06,IG Campaign B,16581,2700,723,1092.49
2025-01-08,IG Campaign C,6189,398,44,1256.99
2025-06-11,IG Campaign D,1225,96,13,998.51
2025-03-31,IG Campaign B,9279,1259,170,1166.93
2024-12-20,IG Campaign A,17473,3020,801,1979.45
2024-09-03,IG Campaign B,14625,1988,271,1590.42
2024-11-24,IG Campaign D,19545,3062,698,1455.77
2025-06-11,IG Campaign A,12961,1435,271,1149.99
2025-07-15,IG Campaign D,7825,443,63,1725.39
2025-01-16,IG Campaign B,17436,835,136,1686.37
2025-04-17,IG Campaign D,3675,192,29,189.59
2025-06-25,IG Campaign A,19049,967,144,1644.72
2025-06-28,IG Campaign A,3898,470,89,1654.06
2025-06-04,IG Campaign A,6836,358,97,1682.6
2025-07-24,IG Campaign C,3365,176,27,1480.25
2025-01-01,IG Campaign B,8261,1371,404,117.13
2024-08-22,IG Campaign C,16925,1498,227,101.25
2025-07-21,IG Campaign B,18170,2801,766,417.99
2024-12-01,IG Campaign D,19111,1293,236,755.72
2025-01-17,IG Campaign C,3081,313,30,915.38
2025-07-07,IG Campaign D,19147,3188,717,1679.29
2024-10-08,IG Campaign C,16625,531,60,146.63
2025-02-14,IG Campaign C,4346,138,11,1314.87
2025-05-02,IG Campaign C,12784,1397,387,138.67
2025-07-12,IG Campaign C,17764,3408,988,100.76
2024-10-05,IG Campaign C,3205,183,41,746.96
2024-12-15,IG Campaign D,1133,52,13,277.71
2025-02-22,IG Campaign D,9699,1524,101,959.73
2025-03-05,IG Campaign D,5183,263,48,965.75
2024-10-17,IG Campaign A,4779,368,105,886.09
2025-01-07,IG Campaign B,4110,578,103,750.25
2025-05-06,IG Campaign B,19264,1338,354,934.96
2025-07-08,IG Campaign A,18435,2748,740,1020.29
2025-05-27,IG Campaign B,12839,2093,567,1951.4
2024-10-22,IG Campaign A,19126,2292,577,195.66
2025-01-14,IG Campaign D,9876,1674,482,1346.37
2025-07-23,IG Campaign A,4664,829,87,690.35
2025-02-14,IG Campaign D,7583,944,186,460.38
2025-01-29,IG Campaign D,16191,2897,212,849.54
2024-09-26,IG Campaign D,11490,1841,127,629.3
2025-03-19,IG Campaign C,2948,414,40,118.74
2025-04-15,IG Campaign C,13941,934,159,1028.95
2025-03-28,IG Campaign B,3415,421,108,1832.79
2024-10-21,IG Campaign A,10878,1139,299,1208.88
2024-11-04,IG Campaign C,1899,153,24,1388.04
2024-10-24,IG Campaign C,17865,3500,212,1006.28
2024-08-14,IG Campaign A,4074,408,113,1968.43
2025-01-15,IG Campaign A,1936,126,11,1850.17
2025-03-24,IG Campaign B,1022,199,32,1150.17
2024-12-27,IG Campaign A,9488,511,62,285.83
2024-11-04,IG Campaign A,1570,250,50,926.32
2025-04-12,IG Campaign B,2626,468,124,1177.78
2024-08-30,IG Campaign B,6834,449,61,698.78
2024-08-03,IG Campaign A,16910,2885,463,859.95
2025-01-14,IG Campaign B,13553,1884,345,692.48
2024-09-28,IG Campaign C,4731,710,158,1767.11
2025-04-07,IG Campaign C,1927,320,77,541.06
2024-11-08,IG Campaign A,8597,1197,180,229.83
2025-06-02,IG Campaign A,7391,577,128,1638.08
2025-05-06,IG Campaign A,18593,2475,466,1295.51
2024-09-03,IG Campaign D,13388,367,19,1085.94
2024-09-06,IG Campaign A,10727,1026,168,1800.86
2024-10-30,IG Campaign C,14050,2579,159,112.47
2024-11-21,IG Campaign C,8771,884,256,1647.31
2025-04-03,IG Campaign A,11806,510,98,1771.44
2025-06-12,IG Campaign C,8155,1140,75,946.78
2025-04-06,IG Campaign C,4145,418,43,102.49
2025-07-18,IG Campaign A,10011,1933,241,1674.67
2025-01-25,IG Campaign B,15710,2545,665,1962.53
2025-03-28,IG Campaign B,16634,2599,606,646.7
2024-09-02,IG Campaign B,2000,234,12,350.4
2024-10-26,IG Campaign B,13032,529,106,946.03
2025-02-21,IG Campaign A,13371,874,223,838.88
2025-05-31,IG Campaign C,11457,1581,98,728.78
2024-11-08,IG Campaign A,1555,41,2,334.38
2025-06-18,IG Campaign A,9985,322,31,1326.51
2025-05-16,IG Campaign A,1700,73,8,1079.49
2025-06-18,IG Campaign B,3991,83,5,1575.45
2025-01-08,IG Campaign B,5502,281,36,1260.98
2025-02-07,IG Campaign C,1553,249,26,729.12
2025-05-23,IG Campaign B,4933,972,245,1460.0
2025-02-14,IG Campaign D,11793,1683,447,1639.66
2024-09-08,IG Campaign B,15382,1321,362,926.12
2025-06-23,IG Campaign B,15039,569,151,711.99
2024-09-30,IG Campaign D,16506,1743,443,447.73
2024-10-02,IG Campaign B,19322,2941,625,267.86
2025-04-14,IG Campaign C,18468,3452,916,1374.22
2024-08-01,IG Campaign D,18142,1436,79,1610.54
2024-10-30,IG Campaign A,13763,2281,448,1447.48
2025-04-03,IG Campaign D,6357,927,188,728.94
2024-12-02,IG Campaign D,8235,1092,218,447.6
2025-03-25,IG Campaign D,16930,1193,350,627.0
2025-06-08,IG Campaign C,12840,2479,358,1446.56
2024-10-24,IG Campaign A,18443,335,48,841.04
2025-03-09,IG Campaign B,4901,564,115,328.27
2024-11-02,IG Campaign B,5414,703,163,1659.52
2024-09-12,IG Campaign C,9500,1197,219,1294.09
2024-11-20,IG Campaign C,15560,1767,159,929.88
2025-07-04,IG Campaign C,1506,113,14,1418.88
2024-11-10,IG Campaign C,1988,196,31,155.63
2025-01-21,IG Campaign B,11058,1226,114,571.08
2024-10-06,IG Campaign D,13775,581,156,1012.31
2025-04-05,IG Campaign D,16673,3174,562,1079.71
2024-12-10,IG Campaign D,11341,1621,104,942.82
2025-01-09,IG Campaign A,19348,3018,403,1147.56
2024-12-19,IG Campaign C,2444,198,25,553.41
2024-10-11,IG Campaign C,8584,338,35,1292.94
2025-01-15,IG Campaign B,5310,679,35,398.28
2025-03-24,IG Campaign B,2887,411,83,1285.41
2025-02-24,IG Campaign A,7030,969,228,1255.55
2024-10-25,IG Campaign B,5236,842,169,482.65
2024-12-09,IG Campaign D,15050,2452,387,584.95
2025-07-03,IG Campaign C,4749,622,156,146.55
2025-06-09,IG Campaign B,18530,2382,342,1973.2
2025-06-29,IG Campaign B,10463,324,56,1116.66
2025-02-10,IG Campaign B,17617,997,50,1165.9
2024-08-25,IG Campaign D,2451,105,27,157.03
2024-11-20,IG Campaign A,5736,635,92,1936.02
2025-02-19,IG Campaign A,6035,70,14,1732.77
2025-01-11,IG Campaign C,5430,479,29,1530.95
2025-05-10,IG Campaign D,15699,1410,121,1059.64
2025-01-18,IG Campaign B,5298,662,68,1151.1
2025-05-13,IG Campaign A,3065,170,34,1989.49
2025-03-16,IG Campaign C,5584,123,32,1034.58
2025-06-05,IG Campaign D,9798,1586,401,1007.1
2025-04-01,IG Campaign D,16730,1656,362,163.39
2024-09-23,IG Campaign C,11691,2280,248,419.91
2025-05-16,IG Campaign C,6252,471,96,250.25
2024-10-04,IG Campaign B,2826,552,112,365.4
2025-06-30,IG Campaign A,6417,112,9,1866.12
2024-09-26,IG Campaign C,18077,652,117,1719.24
2025-06-27,IG Campaign A,4873,490,37,1328.05
2025-05-16,IG Campaign A,16691,1203,313,384.85
2024-12-10,IG Campaign B,11357,1168,185,1100.44
2025-02-28,IG Campaign C,17521,2358,538,787.01
2025-01-03,IG Campaign B,2058,102,6,1338.24
2025-02-27,IG Campaign B,8224,1379,358,1976.46
2024-10-22,IG Campaign B,3760,79,13,1011.52
2025-04-27,IG Campaign B,15809,2745,784,264.45
2025-04-26,IG Campaign C,16071,207,29,1744.3
2025-03-12,IG Campaign B,10576,1240,295,1602.17
2024-10-06,IG Campaign B,19205,1027,240,1671.49
2024-09-08,IG Campaign B,12540,1105,228,1147.97
2024-12-31,IG Campaign D,14051,2039,276,525.48
2024-08-22,IG Campaign A,13589,1225,290,1366.36
2024-10-29,IG Campaign D,15451,2070,239,541.46
2024-11-18,IG Campaign B,11439,2212,483,883.14
2025-03-08,IG Campaign C,4883,262,76,182.52
2025-03-10,IG Campaign B,1591,226,24,732.14
2024-08-03,IG Campaign A,4899,195,50,421.52
2024-10-02,IG Campaign B,10304,1079,181,647.07
2025-03-10,IG Campaign D,3028,241,48,851.36
2024-10-10,IG Campaign D,18484,2484,498,635.77
2025-03-09,IG Campaign A,9282,1039,260,1767.26
2025-05-20,IG Campaign A,2916,559,106,1009.24
2024-09-27,IG Campaign D,12494,499,122,1754.08
2024-09-03,IG Campaign D,5855,908,141,1437.08
2025-05-05,IG Campaign B,6599,1068,153,1871.5
2024-11-27,IG Campaign A,12699,216,51,1955.16
2025-07-02,IG Campaign C,16210,2133,165,1382.45
2024-08-24,IG Campaign B,3702,555,149,1945.19
2025-01-18,IG Campaign C,5268,1048,130,994.14
2024-08-29,IG Campaign C,15655,1880,540,332.22
2024-08-26,IG Campaign C,13849,1929,186,129.3
2024-12-13,IG Campaign D,5157,1025,275,1708.92
2024-08-08,IG Campaign B,1988,91,14,1913.51
2025-07-03,IG Campaign B,5279,552,77,1088.73
2024-09-11,IG Campaign C,10515,448,109,1021.07
2025-05-07,IG Campaign A,3886,67,19,1457.3
2025-07-16,IG Campaign A,1667,175,27,1612.33
2024-11-10,IG Campaign B,1048,107,18,1686.11
2024-09-16,IG Campaign D,13288,483,90,1941.78
2025-04-10,IG Campaign D,11155,1756,318,1249.32
2025-04-20,IG Campaign A,6740,1024,289,687.41
2024-08-14,IG Campaign D,11483,1858,524,1605.74
2024-10-20,IG Campaign B,17564,802,62,932.62
2025-04-08,IG Campaign A,15337,1858,280,1745.17
2025-04-29,IG Campaign C,17514,3492,488,1079.27
2024-12-02,IG Campaign B,1561,187,54,1523.86
2024-08-05,IG Campaign A,15520,1460,228,286.1
2024-12-16,IG Campaign A,15018,1944,478,1601.76
2025-04-20,IG Campaign B,1198,43,2,205.89
2025-02-11,IG Campaign C,12055,507,113,441.06
2025-05-29,IG Campaign B,10825,831,202,402.2
2024-09-01,IG Campaign A,1839,49,14,1122.11
2024-11-30,IG Campaign C,13523,2026,287,1117.73
2025-04-06,IG Campaign A,2225,271,72,500.4
2025-04-02,IG Campaign B,14536,1875,310,1484.17
2024-09-23,IG Campaign B,19752,3913,592,1845.34
2025-07-13,IG Campaign D,7819,894,121,633.77
2024-10-26,IG Campaign A,3425,209,30,651.48
2024-10-28,IG Campaign D,5786,434,54,640.03
2025-05-22,IG Campaign D,12923,922,157,1014.46
2024-09-16,IG Campaign D,14191,1120,215,480.24
2024-08-09,IG Campaign B,5938,294,26,834.4
2024-10-03,IG Campaign C,16892,544,31,890.33
2024-12-09,IG Campaign D,8818,1044,206,270.13
2025-02-14,IG Campaign B,6537,635,98,1526.87
2024-11-21,IG Campaign B,10780,561,88,1934.08
2025-03-14,IG Campaign C,7368,1447,368,608.16
2025-06-25,IG Campaign D,14708,286,53,778.96
2025-07-26,IG Campaign C,18035,1902,407,1423.88
2025-07-17,IG Campaign D,9669,1497,332,845.67
2025-07-03,IG Campaign C,6883,145,24,1369.69
2024-10-04,IG Campaign D,15787,2901,237,267.57
2025-03-19,IG Campaign A,10153,917,170,280.0
2025-04-22,IG Campaign C,16520,793,150,1033.13
2024-08-07,IG Campaign D,5970,190,35,1025.46
2025-07-05,IG Campaign C,1617,236,41,1885.3
2025-06-22,IG Campaign C,9284,995,277,822.73
2024-11-19,IG Campaign A,12210,1091,235,995.44
2025-02-20,IG Campaign A,16581,783,73,1071.14
2024-08-02,IG Campaign B,14298,1783,281,1829.84
2025-04-07,IG Campaign D,9402,845,59,532.62
2025-04-28,IG Campaign C,9094,721,145,1897.75
2024-12-01,IG Campaign C,4784,460,65,462.0
2025-07-07,IG Campaign B,4409,566,48,1846.97
2025-05-31,IG Campaign A,1117,159,23,332.35
2025-04-10,IG Campaign A,7520,886,245,1400.22
2025-07-02,IG Campaign A,9466,1737,406,1066.67
2025-06-27,IG Campaign B,1680,122,8,1659.87
2024-09-09,IG Campaign C,6075,631,127,1511.89
2025-01-12,IG Campaign C,17863,2574,421,444.16
2024-08-10,IG Campaign D,13188,2039,452,1660.17
2024-08-13,IG Campaign A,2958,394,85,1438.47
2025-07-13,IG Campaign A,14885,1927,165,1759.1
2025-07-12,IG Campaign A,16446,1064,262,878.38
2024-12-04,IG Campaign D,4173,346,36,1102.47
2024-09-07,IG Campaign C,10134,778,125,1757.93
2025-07-14,IG Campaign C,6143,741,168,1204.38
2024-10-11,IG Campaign B,1629,173,12,1187.44
2024-08-27,IG Campaign A,8086,1142,331,239.61
2024-08-21,IG Campaign A,6360,144,15,1887.16
2024-11-10,IG Campaign C,15402,2807,691,271.58
2025-02-19,IG Campaign D,5315,975,104,760.66
2025-04-25,IG Campaign A,14330,285,83,330.54
2025-03-02,IG Campaign B,3539,389,58,894.26
2024-09-13,IG Campaign D,2611,75,18,816.42
2025-06-04,IG Campaign C,14913,2345,207,1225.88
2024-11-03,IG Campaign A,11906,2068,594,1389.23
2024-10-10,IG Campaign C,3151,498,86,205.21
2024-12-19,IG Campaign C,5129,616,54,504.64
2024-11-15,IG Campaign B,16970,2531,454,191.0
2024-12-11,IG Campaign C,3306,438,102,1881.13
2024-12-25,IG Campaign D,5937,146,33,1673.45
2024-09-18,IG Campaign C,18823,1825,181,1001.35
2025-01-12,IG Campaign D,8788,876,76,452.57
2024-09-11,IG Campaign C,2686,85,9,1991.49
2025-04-30,IG Campaign C,19032,2308,602,1096.21
2025-01-16,IG Campaign A,5680,871,233,619.09
2025-04-16,IG Campaign C,9621,299,55,124.86
2024-12-19,IG Campaign C,3695,513,150,646.92
2025-05-14,IG Campaign B,13262,1842,213,704.97
2024-10-04,IG Campaign D,11460,1838,492,1304.5
2025-01-21,IG Campaign A,6920,416,97,1249.46
2024-09-27,IG Campaign C,13146,2504,446,1609.48
2025-04-10,IG Campaign B,14404,2697,230,1137.69
