date,campaign_name,emails_sent,opens,clicks,conversions
2025-02-25,Email Campaign Z,14286,1850,346,48
2024-11-04,Email Campaign W,2619,593,39,8
2025-02-14,Email Campaign X,2915,549,149,12
2024-08-24,Email Campaign X,6123,2107,199,35
2025-04-07,Email Campaign X,13440,3314,437,65
2024-12-16,Email Campaign W,14786,1695,312,31
2024-08-16,Email Campaign Y,3380,1052,245,14
2025-04-22,Email Campaign W,11433,3961,634,58
2024-08-13,Email Campaign Z,3172,1477,207,27
2025-06-16,Email Campaign Y,8242,3259,971,238
2025-02-27,Email Campaign W,1141,552,83,10
2025-01-05,Email Campaign W,8445,2554,193,25
2024-11-27,Email Campaign X,1985,900,173,14
2024-12-14,Email Campaign Y,14887,1711,100,17
2024-08-28,Email Campaign X,5283,2466,703,73
2025-07-20,Email Campaign Y,4929,671,163,31
2025-07-08,Email Campaign X,11842,1951,572,50
2024-10-30,Email Campaign W,11544,5084,1270,153
2024-08-29,Email Campaign Z,8864,1634,425,43
2025-07-03,Email Campaign Z,10024,4911,628,97
2024-11-07,Email Campaign W,2293,1050,157,8
2025-03-12,Email Campaign Y,9518,2799,179,43
2025-04-06,Email Campaign Y,6425,1023,243,38
2024-09-29,Email Campaign W,7722,2711,330,40
2025-05-14,Email Campaign X,1968,375,60,12
2025-04-27,Email Campaign X,4543,1174,196,37
2025-05-06,Email Campaign Y,7046,1341,118,23
2024-08-12,Email Campaign Y,11501,1772,450,53
2025-06-10,Email Campaign X,4605,1725,348,63
2025-02-08,Email Campaign X,2218,941,221,39
2025-07-20,Email Campaign W,3010,751,119,9
2025-02-06,Email Campaign Y,3532,653,74,6
2024-12-24,Email Campaign Y,5833,598,69,11
2025-07-02,Email Campaign W,5325,1167,119,7
2024-08-12,Email Campaign Y,2482,1069,88,7
2025-06-13,Email Campaign W,1734,328,60,13
2024-11-07,Email Campaign Y,1707,405,107,19
2025-07-20,Email Campaign X,2784,1326,209,14
2024-08-19,Email Campaign X,10971,4901,1383,209
2024-09-15,Email Campaign W,3904,1301,161,20
2024-11-24,Email Campaign Z,10493,4509,1187,90
2025-03-18,Email Campaign X,11872,2061,410,37
2024-12-08,Email Campaign X,6691,2628,176,19
2024-09-28,Email Campaign X,6129,1778,376,54
2025-03-13,Email Campaign X,12834,2608,218,27
2024-12-03,Email Campaign X,6800,2294,441,87
2025-06-07,Email Campaign X,3702,580,78,5
2025-02-11,Email Campaign Y,5179,1314,298,36
2024-10-04,Email Campaign W,9734,3173,536,83
2025-05-10,Email Campaign W,10828,1732,353,19
2024-11-21,Email Campaign Z,9767,4129,484,63
2024-11-30,Email Campaign Y,1839,632,78,6
2024-11-23,Email Campaign Z,9116,2522,162,25
2025-01-22,Email Campaign Y,12312,4620,678,69
2025-04-25,Email Campaign Z,13098,2608,382,66
2025-02-12,Email Campaign W,9540,3867,411,42
2025-04-14,Email Campaign W,12160,5275,699,59
2024-10-28,Email Campaign W,2350,760,187,16
2024-11-25,Email Campaign Z,14306,2107,157,22
2024-11-26,Email Campaign W,7149,3367,209,26
2024-09-07,Email Campaign Z,14186,2271,126,31
2024-09-17,Email Campaign Y,9364,2681,357,23
2025-06-29,Email Campaign Z,5832,1443,429,30
2025-03-02,Email Campaign Y,4761,1244,310,63
2024-09-06,Email Campaign X,7903,1932,125,15
2024-12-11,Email Campaign X,5883,2752,693,57
2025-01-09,Email Campaign Z,2140,887,52,3
2024-09-24,Email Campaign Z,9041,2493,585,131
2025-03-19,Email Campaign Z,2576,822,218,37
2025-01-26,Email Campaign Y,10006,3397,990,244
2025-07-09,Email Campaign X,11864,4612,1247,164
2025-02-14,Email Campaign Y,12772,2898,762,115
2025-03-07,Email Campaign Z,5856,1256,308,23
2025-01-08,Email Campaign X,8946,3914,970,199
2024-11-16,Email Campaign W,2611,782,115,19
2025-06-14,Email Campaign W,13878,3336,578,71
2024-09-15,Email Campaign X,8728,3788,934,110
2025-03-18,Email Campaign Z,9317,971,259,25
2025-07-14,Email Campaign Y,3986,641,140,22
2025-01-07,Email Campaign Y,13658,4289,395,81
2024-08-14,Email Campaign X,13747,4756,1307,75
2025-01-24,Email Campaign Z,7025,1081,299,36
2025-02-27,Email Campaign Z,5342,1979,367,78
2025-05-25,Email Campaign Z,4185,2050,148,9
2024-11-23,Email Campaign Z,8660,3196,190,39
2024-08-04,Email Campaign W,13417,5478,575,72
2024-08-17,Email Campaign Y,10813,1282,82,6
2025-06-26,Email Campaign Z,13269,3572,235,51
2025-05-23,Email Campaign X,14517,6002,1226,224
2025-01-10,Email Campaign Z,10609,1307,388,48
2024-09-19,Email Campaign Z,6211,1017,273,24
2025-05-18,Email Campaign Y,6781,2694,600,50
2024-08-15,Email Campaign Z,13636,4776,706,128
2024-11-17,Email Campaign Y,5364,2386,318,23
2024-08-10,Email Campaign Y,10399,3165,943,148
2024-09-25,Email Campaign X,2644,605,148,26
2025-04-15,Email Campaign Z,10931,5123,824,44
2025-06-17,Email Campaign X,5947,1866,97,10
2025-01-04,Email Campaign W,8316,2190,421,57
2024-10-26,Email Campaign X,1732,336,23,1
2025-03-12,Email Campaign Z,13196,2603,464,106
2024-10-27,Email Campaign Z,10624,1227,117,15
2024-11-20,Email Campaign W,8302,1331,307,20
2025-02-05,Email Campaign X,5975,2339,154,13
2024-08-01,Email Campaign Y,13436,4931,1038,159
2025-07-06,Email Campaign X,13251,3535,726,164
2024-08-03,Email Campaign W,2822,967,103,9
2024-11-11,Email Campaign Y,3417,1249,174,42
2025-02-12,Email Campaign Z,13951,5142,731,81
2025-04-18,Email Campaign X,14944,4145,1036,246
2024-12-14,Email Campaign Z,5526,1996,142,25
2025-02-15,Email Campaign Z,7057,2598,195,29
2025-04-15,Email Campaign Y,11848,3476,831,166
2024-09-28,Email Campaign W,3410,1605,168,40
2024-08-03,Email Campaign Z,12046,1744,375,79
2024-11-17,Email Campaign W,12433,5652,742,156
2025-03-18,Email Campaign Z,6064,2017,270,44
2025-07-27,Email Campaign X,3301,492,105,8
2025-05-19,Email Campaign X,4910,2400,615,142
2025-03-04,Email Campaign Z,11221,3790,775,180
2025-01-15,Email Campaign Z,9096,4234,1148,214
2025-02-16,Email Campaign W,10679,3149,764,179
2025-05-18,Email Campaign W,2659,1198,314,21
2025-05-20,Email Campaign X,7776,3800,999,62
2025-05-25,Email Campaign Z,3781,1432,384,29
2025-04-24,Email Campaign Y,12183,4836,802,130
2024-08-24,Email Campaign Z,8756,3260,712,71
2025-02-26,Email Campaign Z,3738,1700,486,29
2025-05-01,Email Campaign X,3164,1478,230,53
2025-04-28,Email Campaign X,10361,3996,756,151
2025-05-25,Email Campaign X,2908,1406,171,40
2024-08-19,Email Campaign Y,1365,565,97,6
2025-04-24,Email Campaign X,14408,4439,260,62
2025-01-23,Email Campaign Y,13846,4071,587,90
2024-08-16,Email Campaign W,6030,2692,143,23
2025-04-23,Email Campaign Y,10299,1499,322,50
2024-09-06,Email Campaign Z,7507,1945,177,10
2025-04-16,Email Campaign Y,4586,866,202,31
2025-01-20,Email Campaign X,11399,3196,307,56
2025-05-22,Email Campaign Y,12636,2632,337,34
2024-11-14,Email Campaign Z,9905,2435,390,57
2025-07-29,Email Campaign W,4147,1438,195,29
2025-06-14,Email Campaign W,5305,735,152,16
2025-06-24,Email Campaign Z,7796,2797,173,23
2024-11-12,Email Campaign Y,1383,690,123,13
2025-02-13,Email Campaign X,11238,2003,319,71
2025-01-25,Email Campaign W,9823,3065,628,70
2025-04-24,Email Campaign Y,6163,2252,373,66
2024-10-27,Email Campaign Z,3217,1094,210,36
2024-08-07,Email Campaign W,6257,1336,165,22
2024-09-11,Email Campaign X,7701,2851,435,75
2025-03-04,Email Campaign Y,9834,4010,643,43
2024-12-17,Email Campaign X,4532,1737,140,29
2025-04-07,Email Campaign Z,13758,6761,1932,147
2025-04-04,Email Campaign X,3887,928,276,52
2025-02-26,Email Campaign W,12211,2323,167,29
2024-11-20,Email Campaign X,13627,6523,1757,142
2024-09-03,Email Campaign Y,5455,547,97,14
2025-07-12,Email Campaign X,14381,5787,624,141
2025-04-07,Email Campaign Z,8491,4114,1218,230
2024-08-13,Email Campaign X,10442,5134,567,101
2025-06-26,Email Campaign Y,2832,473,38,7
2024-09-12,Email Campaign X,8334,2429,407,59
2025-01-26,Email Campaign Y,2213,860,116,8
2025-04-25,Email Campaign Z,9896,2090,124,7
2025-06-08,Email Campaign Z,14982,7300,507,58
2025-07-10,Email Campaign W,11598,4088,795,84
2025-07-05,Email Campaign W,12660,1413,115,7
2025-01-09,Email Campaign X,10209,3084,377,42
2024-10-29,Email Campaign X,5017,1757,126,16
2025-06-18,Email Campaign X,14163,3246,317,54
2025-03-19,Email Campaign W,10945,1842,119,10
2024-10-21,Email Campaign W,14965,6648,1177,107
2024-12-24,Email Campaign Z,4073,1818,327,51
2025-03-03,Email Campaign X,12493,5270,468,106
2024-11-15,Email Campaign X,3289,593,127,13
2024-09-09,Email Campaign Z,4543,1315,190,40
2024-12-12,Email Campaign Y,6507,2151,226,15
2025-03-07,Email Campaign Y,6280,1266,307,45
2025-05-24,Email Campaign Z,10815,5216,1410,248
2025-06-29,Email Campaign Y,6393,1196,274,63
2025-06-26,Email Campaign Z,4014,1755,267,64
2025-07-26,Email Campaign W,4710,1089,299,46
2025-01-14,Email Campaign X,14491,3641,229,23
2024-08-26,Email Campaign Z,9832,2004,306,54
2024-12-16,Email Campaign W,7327,1354,282,62
2024-09-19,Email Campaign Y,2815,615,80,13
2025-04-17,Email Campaign X,13627,2539,481,110
2024-12-21,Email Campaign Y,9423,1960,129,19
2025-06-16,Email Campaign Y,2236,710,98,22
2025-02-18,Email Campaign X,14191,6946,1650,383
2025-02-21,Email Campaign W,8617,4271,774,137
2025-04-27,Email Campaign W,4450,2112,282,51
2025-03-14,Email Campaign Y,6114,2776,215,49
2024-09-26,Email Campaign Z,6324,3051,536,79
2024-12-24,Email Campaign X,7639,1769,142,16
2025-06-06,Email Campaign X,7468,998,96,21
2025-07-20,Email Campaign W,8578,3245,432,42
2024-08-18,Email Campaign Z,9536,4387,662,107
2024-11-11,Email Campaign Y,12320,5156,888,134
2024-12-03,Email Campaign Y,3848,402,34,3
2024-09-15,Email Campaign Y,8306,1559,314,51
2025-04-16,Email Campaign Y,3194,794,170,21
2024-11-18,Email Campaign X,3865,1929,428,88
2024-12-22,Email Campaign W,14173,6476,1672,129
2025-04-10,Email Campaign X,12239,3374,531,29
2024-12-21,Email Campaign Y,7872,1198,194,32
2024-08-13,Email Campaign Y,14231,4720,966,222
2025-03-01,Email Campaign Z,9386,3090,786,45
2025-04-24,Email Campaign X,1455,415,111,15
2024-11-29,Email Campaign W,14601,5041,1378,87
2025-07-25,Email Campaign Z,9293,1441,136,19
2025-07-27,Email Campaign X,6202,778,216,51
2024-09-08,Email Campaign W,1216,423,117,19
2025-06-13,Email Campaign Y,8461,2059,354,67
2024-08-27,Email Campaign X,2909,921,224,20
2025-03-18,Email Campaign Z,10199,2610,265,14
2025-05-13,Email Campaign X,11401,5585,1329,211
2025-01-09,Email Campaign Y,12495,1858,215,33
2024-12-07,Email Campaign Y,6446,1588,121,12
2024-08-03,Email Campaign X,1497,470,35,3
2025-03-17,Email Campaign W,7759,1507,288,39
2024-09-19,Email Campaign W,10233,2788,278,19
2024-12-22,Email Campaign X,11897,2470,314,22
2024-12-15,Email Campaign Y,13916,1735,391,68
2025-01-08,Email Campaign Z,6198,2674,517,100
2024-11-11,Email Campaign X,1681,331,41,10
2025-06-17,Email Campaign Z,2933,597,146,17
2024-12-10,Email Campaign Z,7767,1751,135,9
2024-09-12,Email Campaign W,11125,3366,850,175
2025-02-26,Email Campaign X,6084,1285,239,50
2025-01-20,Email Campaign Y,3521,484,56,5
2025-03-17,Email Campaign Y,8978,4388,541,105
2025-03-11,Email Campaign W,9453,4692,399,49
2025-07-20,Email Campaign X,9070,2347,238,53
2024-09-17,Email Campaign Y,13162,5548,959,62
2025-01-24,Email Campaign X,7948,2031,148,26
2025-05-03,Email Campaign Y,11987,4759,778,122
2025-06-17,Email Campaign Y,2446,1153,206,38
2025-04-11,Email Campaign X,6048,2733,208,30
2024-08-21,Email Campaign Z,7739,2965,803,66
2025-03-27,Email Campaign X,10605,2024,378,34
2025-06-09,Email Campaign Z,8019,1191,227,47
2025-04-10,Email Campaign Z,9630,4019,1170,170
2025-05-04,Email Campaign X,8912,2314,496,51
2025-01-28,Email Campaign Y,13316,5719,298,28
2024-08-10,Email Campaign X,1102,427,38,9
2024-11-08,Email Campaign X,13643,3390,466,72
2024-11-01,Email Campaign X,14851,6596,765,96
2025-02-16,Email Campaign Z,14977,6014,1778,113
2025-04-26,Email Campaign Z,10256,3273,904,87
2025-05-28,Email Campaign Z,11831,5553,1225,63
2025-02-24,Email Campaign Z,11856,2505,548,53
2025-01-13,Email Campaign Z,3744,444,58,11
2025-03-09,Email Campaign W,14740,3328,553,56
2025-02-13,Email Campaign Y,9547,2951,650,161
2025-04-19,Email Campaign Y,8192,1060,121,19
2025-04-01,Email Campaign W,6742,693,118,21
2025-07-17,Email Campaign W,7944,2450,570,39
2024-08-31,Email Campaign X,8612,2684,419,94
2024-10-19,Email Campaign Y,8055,2768,786,128
2025-07-04,Email Campaign Z,8861,1246,363,58
2025-02-23,Email Campaign X,3275,1071,309,18
2024-11-30,Email Campaign Z,11333,1750,282,51
2025-03-27,Email Campaign X,3164,634,153,9
2025-07-05,Email Campaign Y,8561,1385,94,18
2025-04-02,Email Campaign X,5687,2190,273,37
2024-08-04,Email Campaign Y,6746,1295,210,23
2024-12-27,Email Campaign Y,9580,4646,1336,199
2024-10-18,Email Campaign Z,3838,1751,156,16
2025-05-01,Email Campaign W,8159,1875,290,63
2024-08-14,Email Campaign W,11978,4172,449,56
2024-08-16,Email Campaign W,4472,2181,168,34
2024-12-30,Email Campaign W,12103,3706,1097,188
2025-07-13,Email Campaign X,8190,3835,439,53
2024-12-04,Email Campaign X,9192,1438,362,60
2025-03-24,Email Campaign W,9331,4629,1361,189
2025-06-10,Email Campaign X,10799,3252,725,131
2025-04-29,Email Campaign X,13269,4526,539,49
2024-11-25,Email Campaign Y,7521,2158,173,18
2024-11-23,Email Campaign W,8379,4051,603,44
2025-03-10,Email Campaign Y,1255,300,62,13
2024-08-27,Email Campaign Z,11169,2508,275,62
2025-01-30,Email Campaign Z,8306,906,140,34
2025-03-26,Email Campaign X,1097,246,55,6
2025-07-09,Email Campaign W,7117,1380,179,33
2025-01-17,Email Campaign Y,4882,1613,197,32
2024-08-21,Email Campaign X,1914,235,65,9
2025-04-24,Email Campaign X,2432,967,183,25
2024-08-01,Email Campaign Y,1890,548,152,16
2025-03-10,Email Campaign W,9094,4278,294,68
2025-02-15,Email Campaign X,2049,828,41,3
2025-06-08,Email Campaign X,9942,2750,568,39
2025-03-25,Email Campaign W,7317,3562,926,149
2025-06-13,Email Campaign Y,5954,1923,263,35
2025-06-16,Email Campaign Y,3726,998,173,18
2024-08-09,Email Campaign W,12550,4939,1277,187
2025-01-17,Email Campaign Y,8078,2526,428,92
2024-08-11,Email Campaign Z,2031,578,66,15
2024-12-08,Email Campaign Y,10276,3520,755,148
2025-01-08,Email Campaign W,13086,1901,169,19
2024-09-02,Email Campaign X,2002,974,189,21
2025-07-18,Email Campaign X,3477,653,35,4
2025-05-31,Email Campaign W,3037,1247,156,32
2024-09-28,Email Campaign Y,7904,2917,519,40
2024-11-18,Email Campaign W,7034,1319,284,22
2025-02-19,Email Campaign W,6044,1659,343,20
2024-08-27,Email Campaign X,5540,2153,116,7
2024-09-27,Email Campaign Z,3953,398,96,5
2025-02-23,Email Campaign X,7947,3346,837,109
2025-03-04,Email Campaign Y,8776,1841,173,16
2025-01-22,Email Campaign Y,3537,1276,247,57
2024-10-30,Email Campaign Y,9398,2375,697,167
2025-04-25,Email Campaign X,7370,2088,314,64
2025-03-04,Email Campaign Y,11959,3510,589,122
2025-06-18,Email Campaign W,8606,2329,158,34
2024-09-16,Email Campaign W,11783,4683,740,95
2025-05-02,Email Campaign W,12896,2097,163,39
2024-08-26,Email Campaign Y,7452,2401,649,75
2024-11-26,Email Campaign Y,1534,239,48,11
2025-03-02,Email Campaign X,8540,2811,506,86
2025-05-03,Email Campaign Z,11731,4047,674,118
2024-08-30,Email Campaign Y,8590,2309,416,89
2025-04-17,Email Campaign W,1652,354,25,1
2025-01-12,Email Campaign W,10278,3249,699,116
2025-01-17,Email Campaign X,4862,518,133,12
2024-08-22,Email Campaign Y,1149,561,90,12
2025-06-06,Email Campaign Y,14194,2148,561,62
2025-06-06,Email Campaign W,8444,1475,341,51
2025-03-06,Email Campaign W,14520,2448,218,52
2025-05-15,Email Campaign Z,11360,5074,805,41
2024-11-27,Email Campaign W,7733,1287,249,56
2024-12-17,Email Campaign Y,12775,5414,1233,292
2025-06-28,Email Campaign Y,7084,3487,634,98
2025-07-24,Email Campaign W,5177,2457,387,86
2025-04-05,Email Campaign W,12692,2175,231,12
2025-07-16,Email Campaign Y,8854,1028,59,7
2024-11-09,Email Campaign Y,5012,1441,128,13
2025-05-24,Email Campaign Z,11245,2698,310,36
2025-03-11,Email Campaign Y,2227,804,176,33
2025-02-27,Email Campaign Z,3808,1300,222,48
2025-05-05,Email Campaign Y,5259,1746,343,44
2024-08-09,Email Campaign W,2908,1049,190,19
2024-10-14,Email Campaign X,12274,4050,549,82
2025-06-25,Email Campaign Y,10899,3953,451,52
2025-02-11,Email Campaign W,14084,5505,673,54
2025-01-12,Email Campaign W,12589,4166,214,32
2025-05-04,Email Campaign Y,10627,3331,927,119
2024-09-17,Email Campaign W,6728,2923,696,95
2024-11-25,Email Campaign W,6931,3323,193,34
2025-02-14,Email Campaign Z,4290,438,30,7
2025-01-10,Email Campaign W,13228,4813,978,203
2025-05-14,Email Campaign Z,11044,4878,586,132
2025-02-02,Email Campaign Y,8895,2530,559,98
2024-08-17,Email Campaign Y,6119,2189,579,74
2025-07-25,Email Campaign X,6722,833,167,33
2024-12-16,Email Campaign X,4642,1148,234,48
2025-06-28,Email Campaign X,2666,1293,317,17
2024-10-06,Email Campaign X,3315,1358,370,37
2024-08-23,Email Campaign Z,7460,3508,1028,72
2025-02-09,Email Campaign W,12891,5555,1463,282
2024-08-26,Email Campaign Z,13980,3072,549,88
2024-10-19,Email Campaign W,9475,1174,249,55
2025-06-28,Email Campaign Y,6712,2158,479,115
2025-05-22,Email Campaign Y,4218,1880,338,26
2025-07-23,Email Campaign W,6523,1846,483,63
2024-12-30,Email Campaign Y,12091,2334,463,62
2024-12-29,Email Campaign X,2722,273,38,8
2025-06-11,Email Campaign Z,3781,1668,330,53
2025-01-29,Email Campaign W,6075,990,191,28
2025-03-31,Email Campaign Z,7362,2288,481,28
2024-10-27,Email Campaign X,13452,1724,411,42
2025-07-10,Email Campaign Y,10101,3653,499,97
2025-02-23,Email Campaign Y,12029,4267,380,53
2024-11-10,Email Campaign Y,7206,1505,432,103
2024-09-08,Email Campaign Y,6277,2380,662,136
2025-01-16,Email Campaign Y,2696,852,144,7
2025-08-01,Email Campaign X,13771,6590,1020,229
2025-03-13,Email Campaign W,8614,2976,883,173
2025-01-07,Email Campaign X,6398,1313,217,36
2024-08-26,Email Campaign Y,2139,251,41,6
2024-08-27,Email Campaign Y,3468,1006,246,39
2025-06-01,Email Campaign Z,11819,1519,448,70
2024-09-02,Email Campaign Y,3566,461,107,11
2025-05-27,Email Campaign Y,12481,4842,824,50
2024-10-15,Email Campaign Y,8547,2384,204,24
2024-11-07,Email Campaign Z,13527,6363,631,148
2025-02-24,Email Campaign W,10102,4569,258,17
2025-02-13,Email Campaign W,3012,1504,401,45
2025-03-25,Email Campaign Z,12408,4360,1216,227
2024-11-14,Email Campaign W,11246,2831,650,63
2025-08-01,Email Campaign Z,12299,4104,303,59
2025-02-08,Email Campaign W,6794,2829,830,79
2024-09-01,Email Campaign Z,7966,1197,247,45
2025-01-01,Email Campaign X,12737,5437,458,52
2024-10-19,Email Campaign X,13460,6184,1094,186
2025-05-15,Email Campaign W,2767,1263,91,5
2024-12-17,Email Campaign Z,14011,6315,959,167
2024-12-12,Email Campaign Y,11600,4556,487,97
2025-07-28,Email Campaign Y,9649,3272,294,57
2025-07-23,Email Campaign X,9067,3269,291,28
2025-03-23,Email Campaign X,4926,675,50,10
2025-05-29,Email Campaign W,6532,2991,253,47
2025-04-24,Email Campaign Y,4424,1672,236,56
2025-07-20,Email Campaign X,13374,2624,438,90
2025-05-29,Email Campaign Z,2415,956,239,13
2025-06-20,Email Campaign Z,7087,3502,871,107
2025-07-05,Email Campaign X,9513,3633,306,69
2025-03-12,Email Campaign Y,1210,177,13,0
2025-02-06,Email Campaign Y,5534,2738,466,62
2025-04-16,Email Campaign X,1142,477,56,11
2025-01-03,Email Campaign W,14350,5543,302,27
2025-02-10,Email Campaign Z,4951,1234,206,36
2024-11-05,Email Campaign W,1443,679,130,22
2025-06-01,Email Campaign Z,2996,1312,72,11
2025-04-24,Email Campaign W,7137,2994,527,87
2024-11-19,Email Campaign Y,13413,1411,400,78
2025-01-05,Email Campaign X,3323,1301,130,19
2025-07-26,Email Campaign Y,6935,2524,398,94
2024-08-25,Email Campaign Y,4408,1446,351,69
2025-06-12,Email Campaign W,8006,1692,364,21
2025-01-26,Email Campaign X,13816,5839,915,146
2025-06-23,Email Campaign X,10416,1766,516,45
2025-05-09,Email Campaign X,3704,680,169,26
2025-04-16,Email Campaign Y,6318,2561,745,75
2024-12-31,Email Campaign Z,4976,1081,228,44
2025-03-01,Email Campaign Z,11615,2158,281,56
2024-09-10,Email Campaign Y,8483,2571,288,52
2025-07-23,Email Campaign W,1489,665,51,12
2025-03-19,Email Campaign W,7636,3596,1062,141
2024-11-15,Email Campaign Y,11125,5281,1386,119
2024-09-26,Email Campaign W,1349,410,44,10
2024-08-13,Email Campaign X,9381,992,74,13
2024-09-15,Email Campaign W,9665,4628,1243,207
2024-10-01,Email Campaign Y,5526,1123,128,7
2024-09-28,Email Campaign Y,9701,4117,1122,71
2025-04-26,Email Campaign Y,13696,4120,677,115
2024-09-22,Email Campaign W,8079,2952,744,85
2024-10-02,Email Campaign Z,2563,735,152,33
2025-03-09,Email Campaign Y,7776,3421,917,61
2025-01-28,Email Campaign Y,13752,3896,1038,211
2025-01-23,Email Campaign Y,4567,1033,202,32
2025-07-02,Email Campaign Z,14505,6975,1556,108
2025-04-21,Email Campaign W,1618,537,136,12
2024-08-27,Email Campaign W,1178,150,16,2
2024-12-05,Email Campaign W,3323,1280,341,83
2025-02-02,Email Campaign X,9995,2576,375,45
2024-11-01,Email Campaign X,14632,2928,239,24
2025-01-10,Email Campaign W,11888,1821,470,93
2025-07-30,Email Campaign W,11149,5022,1258,74
2025-04-28,Email Campaign X,12725,4493,1271,232
2024-09-14,Email Campaign W,7115,2301,549,100
2025-06-12,Email Campaign Z,5509,2443,579,128
2024-12-09,Email Campaign Y,1851,725,46,3
2025-03-06,Email Campaign Y,7799,1553,413,23
2025-02-10,Email Campaign Z,2000,294,57,6
2024-12-07,Email Campaign Y,11402,4809,1015,183
2024-12-17,Email Campaign Z,12379,1260,178,30
2025-05-29,Email Campaign W,9426,3027,893,149
2025-03-19,Email Campaign Z,3778,1669,355,54
2025-06-23,Email Campaign W,10437,5004,830,159
2024-10-15,Email Campaign Z,1992,420,54,9
2025-07-24,Email Campaign Y,2935,810,100,6
2025-06-01,Email Campaign X,2380,931,55,6
2024-08-28,Email Campaign X,10517,3584,953,224
2024-11-15,Email Campaign X,2269,779,76,4
2024-11-12,Email Campaign W,5947,1119,287,68
2024-09-07,Email Campaign Z,7933,1334,339,29
2024-09-06,Email Campaign Y,9597,4322,1295,252
2025-07-21,Email Campaign W,10383,2955,657,89
2025-03-06,Email Campaign X,10122,2064,399,43
2025-03-17,Email Campaign X,9450,2181,218,20
2025-02-09,Email Campaign W,4671,1614,311,32
2025-03-26,Email Campaign Y,10635,1507,388,27
2025-02-20,Email Campaign Y,9056,1537,147,17
2025-05-13,Email Campaign W,2442,542,39,3
2025-06-06,Email Campaign Z,11864,4418,856,58
2024-10-23,Email Campaign W,11468,4303,381,22
2024-12-15,Email Campaign Y,11454,5594,439,28
2025-01-14,Email Campaign X,9416,2234,427,48
2025-04-07,Email Campaign W,4185,897,190,29
2025-01-25,Email Campaign Y,7387,3601,953,85
2024-08-27,Email Campaign Z,9622,1276,164,35
2025-07-09,Email Campaign Y,4914,1399,365,31
2025-04-05,Email Campaign X,9299,3497,275,42
2024-08-13,Email Campaign W,13968,6527,1022,51
2024-09-24,Email Campaign Z,3593,1182,91,16
2025-06-08,Email Campaign W,6734,2134,122,24
2025-05-08,Email Campaign Y,11196,2018,139,17
2025-01-04,Email Campaign W,3415,881,261,14
2025-07-03,Email Campaign Y,2694,1087,273,17
2024-08-27,Email Campaign Z,8803,1145,226,22
2025-06-22,Email Campaign W,6751,881,59,10
2024-12-23,Email Campaign X,14057,2564,631,69
2025-03-04,Email Campaign Z,7543,1074,67,9
2025-07-27,Email Campaign W,4638,1091,283,32
2024-10-20,Email Campaign W,4700,2069,180,43
2025-07-08,Email Campaign Y,10069,4522,1111,268
2024-12-18,Email Campaign W,3050,937,211,14
2024-09-26,Email Campaign X,4758,1024,293,14
2025-01-13,Email Campaign X,1641,568,51,11
2025-05-29,Email Campaign W,3782,1445,252,51
2025-07-01,Email Campaign W,7302,2036,320,78
2024-12-31,Email Campaign X,10030,3072,266,15
2025-06-26,Email Campaign Y,11439,1168,75,4
2025-04-19,Email Campaign Z,7412,2894,368,40
2025-04-09,Email Campaign Z,12593,5592,946,75
2025-01-23,Email Campaign X,3573,1415,211,49
2024-09-10,Email Campaign Z,14914,6253,1086,238
2025-07-30,Email Campaign Y,9432,1669,417,21
2025-07-04,Email Campaign W,3542,631,84,11
2025-06-13,Email Campaign X,8997,2175,459,40
2024-10-21,Email Campaign X,4266,1453,200,31
2025-06-11,Email Campaign W,9574,2702,797,156
2024-10-15,Email Campaign W,8349,2505,743,66
2025-01-09,Email Campaign X,3612,1296,220,17
2025-02-02,Email Campaign W,4471,1945,142,7
2024-09-26,Email Campaign X,13138,4945,1194,257
2025-06-14,Email Campaign W,8965,4124,983,149
2024-08-16,Email Campaign W,12813,4414,535,41
2024-12-12,Email Campaign Y,12034,5272,1166,241
2025-01-30,Email Campaign W,10239,4962,341,51
2024-11-15,Email Campaign Y,2583,870,248,17
2025-06-02,Email Campaign W,3625,848,178,14
2025-05-01,Email Campaign Y,7374,2305,418,30
2024-10-23,Email Campaign W,9979,3452,758,73
2025-07-27,Email Campaign W,5711,2851,267,17
2024-09-05,Email Campaign X,4769,1749,443,43
2024-11-06,Email Campaign W,9554,3686,872,89
2025-02-11,Email Campaign X,8211,3447,483,74
2024-11-24,Email Campaign W,4007,609,119,21
2025-06-14,Email Campaign X,11809,3296,446,46
2024-10-13,Email Campaign Z,2701,545,42,2
2025-05-17,Email Campaign Y,4937,826,103,14
2025-02-11,Email Campaign Z,3032,426,36,6
2025-01-09,Email Campaign Y,13043,4102,378,44
2025-04-03,Email Campaign W,11169,3406,554,100
2025-01-23,Email Campaign Z,10434,1061,302,58
2025-07-29,Email Campaign Z,9094,2143,363,22
2025-05-21,Email Campaign W,3790,1000,247,13
2024-11-21,Email Campaign W,3681,1106,127,24
2024-11-22,Email Campaign X,14318,4875,1139,77
2025-07-11,Email Campaign Z,13414,3634,1026,231
2025-02-24,Email Campaign Z,9152,3599,976,204
2024-09-21,Email Campaign W,10921,4863,643,121
2024-09-22,Email Campaign W,2200,673,99,17
2025-04-23,Email Campaign Y,1958,669,130,25
2025-02-10,Email Campaign W,9737,3161,665,89
2024-12-04,Email Campaign W,14525,3352,619,91
2025-07-11,Email Campaign Y,10699,3746,251,13
