date,campaign_name,impressions,clicks,conversions,spend
2025-06-02,FB Campaign B,11964,589,162,1093.66
2025-06-03,FB Campaign D,17878,2830,293,1459.71
2024-12-20,FB Campaign B,8253,1597,455,1743.62
2024-12-30,FB Campaign D,5668,208,21,1330.57
2024-12-06,FB Campaign D,6004,606,32,1494.4
2025-06-23,FB Campaign A,6912,1012,245,978.42
2024-09-19,FB Campaign D,18156,1080,97,739.96
2025-06-09,FB Campaign D,2561,116,9,362.92
2024-08-03,FB Campaign A,18131,1261,327,914.27
2024-10-19,FB Campaign D,15550,1662,341,851.18
2025-04-12,FB Campaign A,14861,241,63,1399.65
2025-07-02,FB Campaign A,4774,671,166,682.91
2025-02-21,FB Campaign D,19280,3609,491,302.32
2025-03-15,FB Campaign A,11085,678,75,1984.18
2025-04-29,FB Campaign D,3056,364,102,379.1
2024-12-18,FB Campaign A,19830,3531,365,1304.7
2024-12-12,FB Campaign A,17738,1784,456,615.58
2024-11-25,FB Campaign A,3679,591,98,1121.29
2024-11-11,FB Campaign A,2780,244,18,1821.38
2025-06-10,FB Campaign A,12155,2287,424,1559.96
2024-08-27,FB Campaign B,8111,854,46,580.42
2025-05-28,FB Campaign A,8711,524,93,1188.98
2024-08-01,FB Campaign D,2019,267,41,1867.67
2025-06-30,FB Campaign D,12464,598,49,1384.04
2025-02-12,FB Campaign A,4273,290,33,1228.13
2024-09-12,FB Campaign A,2080,65,16,578.52
2024-08-27,FB Campaign C,1639,314,70,1232.46
2024-10-06,FB Campaign B,17473,1384,191,1309.11
2025-06-26,FB Campaign C,5052,701,69,1038.58
2024-11-24,FB Campaign A,12698,1274,234,1565.16
2025-03-28,FB Campaign A,8041,705,193,408.88
2024-11-14,FB Campaign A,10493,341,18,1791.04
2024-10-25,FB Campaign D,14343,2858,705,876.61
2024-11-14,FB Campaign A,1500,208,51,1648.89
2025-07-27,FB Campaign A,10910,1334,234,1327.31
2025-07-08,FB Campaign C,13020,1950,506,1904.21
2024-12-27,FB Campaign A,1455,107,9,860.61
2025-04-19,FB Campaign B,7387,1446,335,1323.12
2024-09-06,FB Campaign A,17102,3130,293,643.51
2024-08-18,FB Campaign D,13575,579,66,1042.98
2025-03-08,FB Campaign B,9656,1605,306,1932.34
2025-05-23,FB Campaign B,11380,2040,511,449.68
2024-10-26,FB Campaign D,1303,190,13,1642.54
2025-05-11,FB Campaign C,5561,826,61,1463.75
2025-05-09,FB Campaign C,18768,336,18,808.71
2025-06-03,FB Campaign C,19676,3673,499,1930.62
2024-09-26,FB Campaign A,19741,2562,499,803.17
2025-05-06,FB Campaign D,8440,289,68,995.93
2025-02-02,FB Campaign D,5090,928,117,1132.12
2024-11-21,FB Campaign B,8008,1014,185,274.52
2025-01-03,FB Campaign D,19785,3955,1023,1797.57
2024-11-16,FB Campaign C,18254,971,49,676.67
2025-03-06,FB Campaign C,9664,1339,359,1523.51
2025-07-03,FB Campaign A,17267,349,18,1356.54
2025-07-01,FB Campaign D,9503,692,81,1071.73
2025-04-06,FB Campaign C,2134,397,72,771.82
2025-07-28,FB Campaign A,8771,825,106,1474.14
2025-05-24,FB Campaign D,18715,3663,903,1562.87
2025-06-26,FB Campaign C,9983,1032,197,1459.46
2025-06-13,FB Campaign B,3673,83,24,1918.28
2025-03-19,FB Campaign C,4688,441,42,1022.16
2025-04-02,FB Campaign B,4029,767,159,772.42
2025-07-06,FB Campaign C,10638,737,204,1753.76
2025-01-23,FB Campaign A,2439,246,53,714.9
2024-11-11,FB Campaign D,3466,248,41,1655.6
2025-04-30,FB Campaign B,10111,1461,232,575.47
2025-05-22,FB Campaign D,1863,136,12,1253.81
2024-12-01,FB Campaign B,13882,2422,140,1323.35
2024-09-13,FB Campaign C,14871,2304,520,1236.03
2025-05-29,FB Campaign A,7942,100,5,556.24
2024-08-21,FB Campaign B,14917,1861,441,1879.06
2025-06-24,FB Campaign C,2910,436,38,1833.24
2024-10-26,FB Campaign C,16051,2154,469,110.14
2025-03-29,FB Campaign B,10023,1273,361,1922.82
2024-10-22,FB Campaign D,11346,784,190,1746.85
2025-05-21,FB Campaign A,19620,3898,206,669.23
2025-07-17,FB Campaign D,7471,740,58,798.8
2024-09-08,FB Campaign B,8899,1175,320,1781.26
2025-01-26,FB Campaign B,15134,1329,240,1006.55
2024-11-17,FB Campaign B,12573,1384,178,590.5
2025-04-09,FB Campaign D,19228,2415,545,960.26
2025-04-29,FB Campaign A,16061,2837,668,1809.73
2024-12-25,FB Campaign A,12692,2073,433,677.07
2025-07-08,FB Campaign B,19870,2173,452,1198.75
2025-03-13,FB Campaign A,13545,1649,312,1346.01
2025-04-28,FB Campaign C,17053,2154,493,891.82
2025-02-24,FB Campaign C,6415,445,60,1024.93
2025-05-10,FB Campaign B,3925,759,116,604.45
2024-09-18,FB Campaign B,18105,3525,720,1964.69
2025-06-09,FB Campaign C,19109,2743,289,596.28
2024-11-13,FB Campaign B,14986,1059,97,599.47
2024-12-25,FB Campaign C,7998,116,23,579.88
2025-03-29,FB Campaign D,14329,2177,607,1920.43
2024-08-27,FB Campaign C,11753,674,183,1465.21
2025-03-27,FB Campaign B,4255,719,38,1327.33
2025-06-16,FB Campaign B,8750,421,32,936.24
2024-09-10,FB Campaign B,2507,256,52,1672.03
2024-09-15,FB Campaign C,7583,169,21,647.16
2024-12-14,FB Campaign D,6302,1102,157,235.19
2025-01-25,FB Campaign B,3586,618,161,1012.48
2025-05-22,FB Campaign D,2806,282,48,1030.87
2024-08-28,FB Campaign C,9660,569,80,924.95
2025-02-17,FB Campaign D,4832,466,117,1673.31
2024-10-22,FB Campaign D,17943,1948,113,1381.42
2024-10-18,FB Campaign D,14696,1390,373,977.49
2025-04-13,FB Campaign D,16090,856,144,906.35
2024-08-15,FB Campaign B,13977,1971,329,935.35
2024-11-23,FB Campaign C,11223,1115,163,814.32
2025-03-20,FB Campaign C,7182,747,195,1761.93
2024-11-03,FB Campaign B,14672,669,37,1088.04
2025-03-30,FB Campaign C,6639,174,28,1512.89
2024-10-24,FB Campaign C,11866,1734,345,502.42
2024-09-20,FB Campaign B,1452,279,64,1324.67
2025-03-27,FB Campaign A,5348,692,203,729.31
2024-10-11,FB Campaign D,16622,1967,544,1589.72
2025-05-21,FB Campaign D,3788,157,35,654.0
2024-11-14,FB Campaign B,4925,639,107,1377.02
2025-06-17,FB Campaign C,16467,1352,196,1219.35
2025-01-22,FB Campaign C,13165,2554,181,759.39
2024-11-28,FB Campaign C,15400,203,28,620.05
2025-05-27,FB Campaign C,1106,77,8,1937.27
2025-02-18,FB Campaign C,13196,380,98,1869.7
2024-10-24,FB Campaign B,13055,230,34,1876.91
2025-04-04,FB Campaign D,12575,2262,217,504.82
2024-10-20,FB Campaign C,6644,924,200,1890.44
2025-06-22,FB Campaign B,15690,3001,841,202.6
2024-11-02,FB Campaign C,4291,541,132,1466.16
2025-07-27,FB Campaign B,18435,1866,384,1677.35
2024-08-01,FB Campaign A,15837,1453,221,811.99
2025-07-03,FB Campaign A,11265,1886,145,305.43
2025-06-21,FB Campaign A,8190,1568,340,212.74
2024-12-12,FB Campaign D,8434,591,129,1019.67
2024-11-07,FB Campaign A,14558,2563,358,186.42
2025-04-20,FB Campaign C,19702,3608,920,343.1
2025-04-07,FB Campaign C,5929,863,43,188.43
2025-07-17,FB Campaign D,9702,1286,198,665.34
2025-03-01,FB Campaign C,2583,52,11,1111.01
2025-03-14,FB Campaign A,3613,585,66,902.71
2025-07-24,FB Campaign D,4515,253,38,542.19
2025-04-01,FB Campaign D,19909,2519,348,733.87
2025-07-05,FB Campaign C,9302,352,98,1996.73
2024-10-15,FB Campaign D,4414,764,62,1174.73
2024-11-02,FB Campaign D,17952,2583,713,925.75
2025-07-10,FB Campaign A,6465,74,12,1109.59
2025-02-09,FB Campaign C,14690,2282,382,702.97
2025-06-21,FB Campaign B,18509,2480,601,397.75
2025-04-20,FB Campaign B,19909,2466,158,1577.15
2025-01-08,FB Campaign C,4465,739,104,1242.94
2024-12-02,FB Campaign D,6012,477,131,1056.13
2025-04-28,FB Campaign C,4970,608,126,200.75
2025-01-01,FB Campaign C,14057,2246,509,583.01
2025-03-21,FB Campaign D,14844,202,51,371.17
2025-03-01,FB Campaign B,9159,519,90,1637.75
2024-12-27,FB Campaign A,12755,251,59,1060.13
2025-05-07,FB Campaign B,10191,1075,185,426.4
2024-09-13,FB Campaign A,16032,644,63,1948.66
2025-07-17,FB Campaign B,4793,293,57,1259.34
2025-05-30,FB Campaign D,17040,2740,674,550.9
2025-04-01,FB Campaign A,14123,2658,681,1425.81
2025-01-01,FB Campaign A,6142,549,104,456.08
2024-09-07,FB Campaign B,14513,1047,256,1696.85
2025-02-03,FB Campaign D,16402,2803,403,663.58
2024-12-01,FB Campaign D,14996,2997,652,1980.96
2025-03-02,FB Campaign B,4447,287,50,966.3
2025-02-05,FB Campaign C,2935,548,112,752.93
2025-06-08,FB Campaign B,6255,377,42,1265.7
2024-08-25,FB Campaign D,2547,486,125,1815.51
2025-03-10,FB Campaign B,16945,1647,186,803.61
2024-12-15,FB Campaign D,9382,994,180,1950.66
2025-01-14,FB Campaign B,11407,464,65,905.52
2025-01-08,FB Campaign C,12103,1957,354,1186.99
2025-01-22,FB Campaign B,1301,212,17,1456.44
2025-07-12,FB Campaign D,8248,594,103,1921.27
2025-04-06,FB Campaign A,11386,1731,195,887.93
2024-10-08,FB Campaign D,6725,842,63,1688.23
2025-02-20,FB Campaign A,13841,1541,131,148.6
2025-02-28,FB Campaign B,11596,1682,211,1068.02
2024-11-06,FB Campaign C,4221,281,16,170.78
2025-03-31,FB Campaign D,15133,2276,294,1612.97
2025-03-04,FB Campaign C,16828,1616,288,1454.76
2025-01-31,FB Campaign B,6118,202,38,721.26
2024-10-12,FB Campaign C,5942,789,136,1278.53
2025-03-24,FB Campaign C,18093,2724,616,1114.96
2024-12-12,FB Campaign B,1026,180,28,884.25
2024-11-07,FB Campaign C,17258,1633,373,1748.36
2024-09-07,FB Campaign C,14671,2803,178,1234.03
2024-08-21,FB Campaign C,3024,82,15,1010.18
2025-01-13,FB Campaign B,8370,189,17,691.13
2025-06-10,FB Campaign A,5866,792,162,1039.72
2025-07-05,FB Campaign B,18900,1560,290,989.17
2024-10-26,FB Campaign D,10638,254,36,1449.06
2025-05-16,FB Campaign C,16195,1915,255,116.78
2025-07-17,FB Campaign A,4257,803,144,1994.73
2025-02-07,FB Campaign B,19510,1647,210,577.94
2024-12-20,FB Campaign A,7437,345,36,615.94
2024-09-12,FB Campaign C,19039,2551,673,645.55
2024-08-31,FB Campaign B,12424,1018,278,118.74
2024-09-21,FB Campaign D,11532,820,56,1801.74
2025-03-19,FB Campaign A,4549,716,147,877.37
2025-02-17,FB Campaign C,13165,176,23,449.36
2025-07-22,FB Campaign B,8425,175,33,500.2
2025-02-09,FB Campaign B,6452,463,130,892.96
2025-07-17,FB Campaign A,8501,124,15,1365.77
2024-10-02,FB Campaign C,18754,3503,695,1621.92
2025-02-01,FB Campaign A,15707,558,52,779.52
2025-01-14,FB Campaign C,16449,2085,574,1928.35
2025-04-30,FB Campaign B,7655,1115,71,1028.59
2025-06-08,FB Campaign C,19862,3000,314,799.79
2025-04-01,FB Campaign A,18077,2774,659,604.53
2025-06-17,FB Campaign D,3268,333,37,1104.23
2025-07-08,FB Campaign B,6969,980,164,971.73
2025-06-11,FB Campaign B,16172,1367,192,705.35
2025-04-06,FB Campaign C,18158,1895,379,443.56
2025-02-23,FB Campaign D,5329,331,77,1681.8
2024-08-10,FB Campaign A,19448,3453,556,1218.99
2024-10-10,FB Campaign D,2711,160,10,885.6
2025-03-28,FB Campaign A,15362,2277,155,523.22
2025-04-20,FB Campaign B,18234,2625,503,1906.35
2025-05-08,FB Campaign D,2082,160,13,1856.8
2025-07-08,FB Campaign A,16969,1639,111,1617.51
2025-04-13,FB Campaign C,16163,2389,160,1914.69
2024-08-14,FB Campaign B,10519,1869,471,1938.93
2025-03-08,FB Campaign D,19230,2849,406,450.3
2025-01-25,FB Campaign D,14698,609,179,282.87
2024-10-08,FB Campaign C,17018,2195,405,1358.15
2025-07-13,FB Campaign C,9369,1692,187,770.96
2025-05-08,FB Campaign A,15051,1804,255,1904.24
2025-04-07,FB Campaign B,10408,291,87,608.91
2025-03-04,FB Campaign B,9155,1363,246,1963.72
2024-10-10,FB Campaign B,8816,130,26,376.1
2025-07-11,FB Campaign D,4512,225,54,1024.18
2024-08-17,FB Campaign B,3060,126,30,535.08
2025-04-21,FB Campaign A,3780,509,27,1680.59
2025-01-16,FB Campaign C,10364,133,20,1251.77
2025-04-01,FB Campaign A,1448,221,12,638.29
2024-08-19,FB Campaign B,2620,379,23,874.93
2024-11-12,FB Campaign C,17575,933,232,1298.48
2025-02-09,FB Campaign B,1548,119,20,1234.96
2025-04-06,FB Campaign C,11613,1818,91,1788.62
2025-01-23,FB Campaign A,5238,854,77,940.77
2024-09-15,FB Campaign C,5001,527,147,1442.85
2025-05-25,FB Campaign B,9697,502,26,1460.64
2025-01-04,FB Campaign A,4902,452,65,1443.81
2024-12-07,FB Campaign B,13020,615,133,579.62
2025-06-12,FB Campaign D,13693,1050,272,226.91
2024-12-16,FB Campaign D,3542,699,50,653.42
2024-11-16,FB Campaign A,14647,2307,459,1324.29
2025-05-08,FB Campaign D,7818,1315,297,1196.95
2025-03-11,FB Campaign D,19156,2820,650,1366.29
2024-08-04,FB Campaign D,16889,1478,113,1651.58
2025-01-01,FB Campaign D,8704,129,36,1718.49
2024-11-25,FB Campaign C,11002,588,47,790.45
2024-08-16,FB Campaign A,7541,138,26,856.6
2024-08-15,FB Campaign B,17819,308,46,1618.24
2025-03-29,FB Campaign C,19034,2179,161,351.43
2024-12-13,FB Campaign B,4889,675,198,1452.71
2025-02-05,FB Campaign C,12560,2171,165,953.66
2025-02-19,FB Campaign B,3820,552,46,1646.73
2025-05-05,FB Campaign C,11551,860,66,1062.35
2025-02-26,FB Campaign A,17882,875,185,1707.41
2025-06-02,FB Campaign B,3105,459,137,1981.5
2024-08-10,FB Campaign B,3628,245,39,1133.15
2024-12-10,FB Campaign D,7642,709,133,869.8
2024-12-26,FB Campaign A,16831,2064,493,1325.19
2025-03-13,FB Campaign B,7209,1074,122,432.88
2024-11-06,FB Campaign A,9437,957,174,675.22
2025-06-26,FB Campaign A,15847,555,160,1620.69
2024-10-18,FB Campaign B,7953,1273,272,1256.64
2024-08-05,FB Campaign C,19728,1973,303,1700.12
2025-06-27,FB Campaign B,11678,129,27,484.68
2024-11-23,FB Campaign B,4307,130,22,1257.52
2024-12-20,FB Campaign C,4599,894,196,119.14
2025-06-29,FB Campaign B,18043,916,236,898.55
2025-03-18,FB Campaign D,5466,320,18,663.76
2025-06-11,FB Campaign C,9284,431,119,476.4
2024-11-14,FB Campaign C,5511,58,6,715.16
2024-10-26,FB Campaign D,16729,3065,880,1668.94
2024-11-30,FB Campaign C,10102,1985,272,595.06
2025-03-12,FB Campaign B,5248,239,13,1897.08
2024-12-07,FB Campaign D,12972,1860,352,1720.62
2024-08-18,FB Campaign C,5734,1066,154,429.77
2025-01-25,FB Campaign C,14989,2022,199,842.36
2024-08-22,FB Campaign A,15250,867,188,1506.28
2025-04-07,FB Campaign B,14293,2543,328,1438.14
2025-06-22,FB Campaign D,19056,2222,277,860.45
2024-11-03,FB Campaign C,10511,1914,158,1185.59
2024-10-08,FB Campaign C,16173,2191,446,1713.52
2025-04-06,FB Campaign C,16976,2865,684,1530.59
2025-01-12,FB Campaign C,5090,566,47,1223.36
2024-12-05,FB Campaign C,9382,187,53,1318.83
2024-10-06,FB Campaign A,17445,2415,336,1074.11
2025-07-15,FB Campaign C,7321,623,103,1735.24
2025-04-11,FB Campaign C,9732,1819,271,1910.73
2024-09-19,FB Campaign D,7787,1419,242,974.62
2024-12-08,FB Campaign A,5288,521,38,1442.96
2025-01-19,FB Campaign A,2600,27,4,1483.8
2025-06-29,FB Campaign C,14709,1847,209,1855.88
2025-01-13,FB Campaign A,17058,3045,349,332.44
2024-11-13,FB Campaign D,2064,142,24,1568.21
2025-01-07,FB Campaign B,8008,115,9,1343.78
2025-02-26,FB Campaign D,10711,2118,289,1238.82
2024-08-05,FB Campaign D,15369,2249,536,269.05
2025-03-18,FB Campaign B,13412,2206,128,273.06
2024-12-31,FB Campaign A,17532,1177,124,1148.86
2025-05-04,FB Campaign A,13225,246,30,1109.11
2025-07-05,FB Campaign B,3824,578,60,216.23
2025-02-23,FB Campaign A,4767,607,139,844.86
2025-04-16,FB Campaign D,9722,929,196,1910.33
2025-07-27,FB Campaign A,8883,156,20,994.03
2025-06-03,FB Campaign C,8789,1467,341,1979.73
2025-02-22,FB Campaign A,6007,1058,255,788.14
2024-08-06,FB Campaign B,13770,409,101,1111.43
2025-06-26,FB Campaign D,2376,258,43,1735.38
2024-12-18,FB Campaign A,2976,127,32,866.19
2024-11-17,FB Campaign D,12748,405,117,799.71
2024-08-21,FB Campaign D,18467,306,83,1319.03
2024-10-12,FB Campaign C,10664,1934,342,879.98
2025-05-17,FB Campaign B,11807,1783,512,1886.23
2025-02-07,FB Campaign A,13692,943,259,1407.53
2024-08-10,FB Campaign B,16510,530,53,260.16
2024-09-24,FB Campaign A,18579,236,57,1643.36
2025-04-29,FB Campaign D,2811,423,66,555.23
2025-02-23,FB Campaign B,9644,1824,173,1359.17
2025-01-11,FB Campaign D,16190,1160,300,1547.43
2025-01-15,FB Campaign A,4685,522,34,496.62
2024-11-20,FB Campaign A,10678,281,73,1464.21
2025-06-28,FB Campaign A,4081,476,94,807.4
2025-04-24,FB Campaign B,19037,1180,110,718.27
2025-04-03,FB Campaign D,4079,293,32,1117.37
2024-09-27,FB Campaign A,17469,2450,578,1685.32
2025-05-31,FB Campaign A,9323,1194,97,603.84
2025-03-16,FB Campaign B,3804,274,47,1888.17
2025-07-06,FB Campaign B,5507,462,93,1535.14
2024-10-08,FB Campaign D,9631,514,28,829.17
2025-05-03,FB Campaign D,18745,2542,155,1689.53
2024-11-21,FB Campaign C,9367,1282,201,938.45
2025-04-30,FB Campaign A,14500,1250,301,1838.84
2025-02-16,FB Campaign D,8222,743,167,1891.27
2025-05-12,FB Campaign A,17022,1593,396,1258.42
2025-03-19,FB Campaign D,7074,821,47,976.66
2025-04-24,FB Campaign B,2617,359,19,1053.82
2024-12-15,FB Campaign D,1511,137,13,1569.28
2024-09-12,FB Campaign C,9820,753,105,1719.21
2025-06-01,FB Campaign C,13270,2611,508,102.07
2025-01-05,FB Campaign D,8572,126,18,1802.02
2024-10-08,FB Campaign D,10245,634,79,1263.4
2025-07-01,FB Campaign C,8203,1476,322,488.49
2024-08-30,FB Campaign B,1038,39,2,1170.43
2025-04-04,FB Campaign C,18148,1152,231,1651.82
2025-03-30,FB Campaign A,12885,489,109,1795.94
2025-02-05,FB Campaign D,5383,258,73,750.38
2025-02-23,FB Campaign C,8026,976,126,1152.28
2025-05-26,FB Campaign D,16185,292,15,970.33
2024-12-13,FB Campaign D,10280,781,61,173.9
2025-07-26,FB Campaign D,12761,1691,203,661.64
2024-09-18,FB Campaign B,1987,287,19,305.5
2025-03-11,FB Campaign B,1868,183,52,1895.19
2024-12-24,FB Campaign B,19318,672,141,1567.09
2025-03-30,FB Campaign A,9222,498,30,1895.86
2024-09-03,FB Campaign B,6362,598,47,1690.16
2025-05-29,FB Campaign D,15333,2160,606,745.67
2025-01-03,FB Campaign D,17007,679,134,1511.7
2025-04-29,FB Campaign C,14065,594,86,1756.07
2025-02-28,FB Campaign A,19098,3643,1044,375.31
2025-06-05,FB Campaign C,14621,2158,207,1932.24
2024-10-18,FB Campaign C,15002,2013,110,341.91
2024-11-11,FB Campaign A,18006,1275,75,785.65
2024-12-10,FB Campaign D,11222,522,124,1880.47
2024-09-07,FB Campaign A,10376,1203,136,364.21
2024-12-14,FB Campaign B,9753,1168,77,925.02
2025-03-08,FB Campaign B,11707,1118,263,987.24
2024-11-24,FB Campaign A,5177,247,38,1535.44
2025-05-01,FB Campaign A,5885,828,99,1014.73
2025-03-16,FB Campaign B,18880,3121,928,873.07
2025-06-05,FB Campaign B,2995,207,61,945.71
2024-08-23,FB Campaign C,3803,129,30,611.5
2024-11-17,FB Campaign B,1551,58,9,1774.27
2025-02-14,FB Campaign D,19330,3276,647,464.57
2025-04-11,FB Campaign B,11568,1227,183,327.3
2025-06-20,FB Campaign B,16589,395,29,890.24
2025-05-07,FB Campaign B,17746,2182,267,606.34
2024-10-24,FB Campaign C,2824,533,97,1679.52
2024-11-27,FB Campaign C,8418,96,16,466.32
2024-10-23,FB Campaign A,8464,1659,275,1653.25
2025-04-03,FB Campaign C,1318,246,67,1593.02
2025-03-07,FB Campaign A,16701,1896,200,943.44
2025-06-14,FB Campaign B,10047,1688,462,887.78
2025-06-19,FB Campaign C,18486,3211,300,1281.58
2024-09-08,FB Campaign A,4684,430,91,792.15
2024-08-28,FB Campaign A,5830,216,40,706.59
2024-09-01,FB Campaign D,18032,1137,321,1398.34
2025-06-29,FB Campaign A,6942,920,241,863.1
2024-11-24,FB Campaign C,16579,3311,524,1435.63
2025-04-05,FB Campaign B,8120,1201,154,1674.9
2025-04-28,FB Campaign D,14091,1182,223,1195.85
2025-07-17,FB Campaign B,12395,1072,145,861.72
2025-01-20,FB Campaign D,9988,1471,327,1939.5
2024-08-21,FB Campaign C,1111,39,5,1933.77
2025-06-03,FB Campaign D,9352,291,47,1424.29
2025-07-29,FB Campaign D,11107,1195,322,775.01
2025-02-02,FB Campaign D,5768,592,104,1280.28
2025-01-30,FB Campaign A,8169,1526,214,854.17
2024-11-18,FB Campaign D,3882,315,26,1447.72
2024-11-21,FB Campaign A,4065,570,31,510.84
2025-01-09,FB Campaign D,11033,1306,312,310.1
2025-01-31,FB Campaign B,3551,410,91,1945.66
2024-08-20,FB Campaign D,3629,657,53,846.62
2025-04-03,FB Campaign B,19179,2543,474,1512.82
2024-09-24,FB Campaign D,12289,1178,88,238.81
2024-08-12,FB Campaign C,4712,317,64,181.7
2025-02-12,FB Campaign D,6381,1112,213,1452.9
2024-08-09,FB Campaign B,17950,1968,207,741.55
2025-07-06,FB Campaign B,3670,270,36,333.4
2025-07-17,FB Campaign B,12637,238,18,753.04
2025-04-28,FB Campaign C,4118,631,75,942.93
2025-04-05,FB Campaign D,14522,936,229,388.02
2024-09-21,FB Campaign B,8693,905,158,144.25
2025-01-14,FB Campaign B,11590,1745,309,564.04
2024-12-20,FB Campaign C,5158,897,162,1103.87
2025-06-05,FB Campaign C,10580,750,127,1642.26
2025-02-08,FB Campaign B,15225,589,132,589.55
2024-08-16,FB Campaign C,8015,564,35,1436.28
2025-01-02,FB Campaign C,12336,947,86,163.45
2024-12-27,FB Campaign D,15178,2757,302,492.38
2025-03-05,FB Campaign A,12106,621,175,683.3
2024-10-26,FB Campaign A,2184,135,8,194.85
2024-09-15,FB Campaign B,8116,787,93,981.73
2024-08-16,FB Campaign D,17519,3206,733,1780.9
2024-08-01,FB Campaign B,4773,393,79,1284.89
2024-09-14,FB Campaign C,6049,520,154,1660.13
2025-01-31,FB Campaign A,13478,1997,234,290.32
2025-07-25,FB Campaign B,5681,491,26,1648.1
2025-06-26,FB Campaign D,9530,1146,78,432.49
2024-09-19,FB Campaign B,11832,2363,337,667.73
2025-03-24,FB Campaign C,12002,2203,228,182.83
2024-11-10,FB Campaign A,7563,1272,282,140.21
2025-02-21,FB Campaign D,5352,1062,158,890.5
2025-04-03,FB Campaign C,11426,1453,266,514.71
2025-07-17,FB Campaign D,19440,2959,356,1644.52
2025-07-24,FB Campaign C,17761,2729,203,949.14
2025-06-09,FB Campaign B,3596,425,103,1863.22
2024-12-15,FB Campaign B,13134,550,43,441.42
2025-05-10,FB Campaign B,18245,2094,349,1970.49
2025-06-26,FB Campaign C,2622,100,20,1904.04
2025-06-08,FB Campaign C,3656,452,119,323.18
2025-04-27,FB Campaign D,11401,999,101,865.23
2024-09-24,FB Campaign D,2473,351,39,691.67
2025-05-09,FB Campaign B,8673,1511,261,1187.08
2025-05-01,FB Campaign C,6054,282,72,1167.52
2024-12-07,FB Campaign A,16882,2446,250,682.87
2025-05-01,FB Campaign C,13308,2169,257,1769.97
2024-08-25,FB Campaign A,18335,3420,563,1560.29
2025-06-01,FB Campaign C,8077,1592,403,412.84
2024-10-25,FB Campaign C,11254,204,22,317.15
2025-02-12,FB Campaign D,9043,1564,366,509.66
2025-02-17,FB Campaign A,10873,795,56,1894.09
2025-07-31,FB Campaign C,15614,487,93,572.51
2025-07-25,FB Campaign A,9783,1328,301,1796.76
2025-07-03,FB Campaign A,3410,39,3,555.03
2025-05-31,FB Campaign A,14778,2918,369,342.1
2025-01-23,FB Campaign C,4956,857,188,662.56
2025-03-29,FB Campaign D,4675,679,50,1490.99
2025-01-23,FB Campaign D,5415,289,45,1707.93
2025-07-22,FB Campaign B,2037,303,59,954.21
2024-08-11,FB Campaign B,17489,2411,721,1582.36
2025-03-08,FB Campaign C,14661,920,199,1802.12
2024-10-02,FB Campaign B,6906,279,63,1434.37
2024-10-09,FB Campaign B,5474,366,87,924.72
2025-01-27,FB Campaign C,14575,2406,253,751.45
2025-01-06,FB Campaign D,3035,359,26,917.35
2024-09-05,FB Campaign B,9303,1489,378,651.92
2024-10-29,FB Campaign B,11215,2106,192,180.09
2024-09-27,FB Campaign A,17925,2907,706,1847.11
2025-01-14,FB Campaign A,13125,380,74,1578.95
2024-08-18,FB Campaign B,14708,629,33,1227.94
2024-11-10,FB Campaign C,15670,2153,636,219.76
2024-10-23,FB Campaign D,19274,3744,1052,1877.01
2024-12-06,FB Campaign A,1366,242,57,1170.59
2024-08-13,FB Campaign D,3317,258,63,1540.45
2025-02-05,FB Campaign C,1256,16,4,1883.08
2024-09-01,FB Campaign A,14571,2320,537,1432.83
2024-10-29,FB Campaign C,13943,1193,158,1286.41
2025-05-08,FB Campaign D,1442,234,36,1306.34
2025-02-25,FB Campaign A,3995,412,42,422.47
2024-12-13,FB Campaign D,3568,110,12,665.97
2024-11-14,FB Campaign B,2825,350,48,943.72
2024-12-31,FB Campaign A,8820,200,54,1414.46
2024-08-26,FB Campaign D,8626,192,56,1394.23
2025-01-19,FB Campaign D,2769,396,94,1581.93
2025-03-02,FB Campaign A,1375,16,4,1246.28
2025-03-17,FB Campaign C,9495,1205,99,318.11
2025-03-17,FB Campaign B,11046,623,162,1663.75
2024-10-26,FB Campaign A,14492,415,122,662.45
2024-09-18,FB Campaign A,8342,821,90,1410.7
2025-02-25,FB Campaign A,4743,117,10,837.29
2025-06-21,FB Campaign A,6475,701,158,1791.76
2025-05-09,FB Campaign C,12221,767,74,596.45
2024-12-04,FB Campaign B,9083,1516,202,617.65
2024-11-12,FB Campaign D,7613,1513,125,193.65
2025-01-10,FB Campaign A,17289,2948,390,267.11
2025-07-18,FB Campaign A,6918,1270,370,1709.6
2024-10-26,FB Campaign B,13355,2412,598,1138.38
2024-11-16,FB Campaign B,12503,1594,256,567.59
2024-11-22,FB Campaign B,8617,1515,216,1698.92
2024-12-23,FB Campaign A,5971,515,29,1421.03
2024-10-24,FB Campaign D,3504,476,41,296.26
2025-05-10,FB Campaign B,8943,771,121,1938.82
2025-04-16,FB Campaign C,11246,153,8,1401.13
2024-08-15,FB Campaign A,15860,1381,79,1938.06
2025-06-16,FB Campaign C,11161,2101,271,1343.18
2025-02-09,FB Campaign D,6465,714,201,914.63
2025-04-01,FB Campaign B,16940,2717,214,1862.52
2024-10-01,FB Campaign B,10369,1773,182,1286.15
2025-04-13,FB Campaign D,12370,2262,630,725.09
2025-07-04,FB Campaign A,10231,1764,517,935.04
2025-04-16,FB Campaign C,12789,1948,372,950.99
2025-02-11,FB Campaign C,5721,603,81,1538.32
